epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
11,111.807,1.90402,3.33326,2.08035,1.85617,0.10622,0.39374,0.07654,0.02326,0.00132,0.00569,0.00014,3e-05,2.64013,2.88127,5.44893,3.10171,0.001802,0.001802,0.001802
12,120.48,1.98307,3.49099,2.10984,1.93789,0.1528,0.327,0.10137,0.02949,0.00236,0.00569,0.00022,5e-05,2.59803,2.93252,4.63924,3.07377,0.0017822,0.0017822,0.0017822
13,129.334,1.83477,3.32466,2.01003,1.84881,0.30975,0.37192,0.2533,0.09154,0.00442,0.01518,0.0004,8e-05,2.29358,3.08539,3.32985,2.76727,0.0017624,0.0017624,0.0017624
14,138.822,1.81302,3.25527,1.99798,1.81242,0.33158,0.35674,0.24977,0.07972,0.00332,0.01708,0.00037,7e-05,2.26444,2.73343,3.80608,2.65698,0.0017426,0.0017426,0.0017426
15,147.772,1.81593,3.27844,2.05866,1.83034,0.21471,0.32068,0.16932,0.05195,0.0031,0.01518,0.00035,7e-05,2.5211,2.7658,3.35419,2.68932,0.0017228,0.0017228,0.0017228
16,156.807,1.81661,3.34679,2.0205,1.84623,0.24124,0.33776,0.20017,0.06571,0.00166,0.00664,0.00024,4e-05,2.38984,2.81136,2.94213,2.53813,0.001703,0.001703,0.001703
17,165.597,1.74473,3.31805,1.94951,1.77861,0.28612,0.40987,0.23287,0.08422,0.03584,0.00285,0.00158,0.00032,2.03103,2.66345,2.47488,2.29116,0.0016832,0.0016832,0.0016832
18,174.339,1.73494,3.20405,1.95469,1.79106,0.28971,0.43074,0.27538,0.09988,0.00543,0.00664,0.00043,0.0001,2.04482,2.55825,2.65254,2.48924,0.0016634,0.0016634,0.0016634
19,184.121,1.77092,3.31092,1.85837,1.75533,0.23826,0.42505,0.24102,0.08414,0.00569,0.00759,0.00044,0.0001,2.1479,2.66642,2.85568,2.61551,0.0016436,0.0016436,0.0016436
20,193.337,1.79872,3.21722,1.94607,1.75456,0.2779,0.46205,0.27895,0.09855,0.00286,0.01613,0.00046,9e-05,2.04725,2.59044,2.36226,2.42889,0.0016238,0.0016238,0.0016238
21,202.207,1.73396,3.22027,1.96919,1.79726,0.36785,0.48672,0.3662,0.15637,0.00225,0.00474,0.00016,4e-05,1.79309,2.69649,1.9262,2.11645,0.001604,0.001604,0.001604
22,211.403,1.70359,3.16364,1.92599,1.7669,0.47088,0.5,0.43984,0.19442,0.00355,0.00569,0.00026,5e-05,1.83615,2.40036,1.7683,2.13057,0.0015842,0.0015842,0.0015842
23,221.034,1.76451,3.14607,1.88332,1.76133,0.40308,0.46774,0.35621,0.13722,0.00396,0.00569,0.00031,6e-05,2.09554,2.46621,1.95603,2.36826,0.0015644,0.0015644,0.0015644
24,229.575,1.75173,3.12399,1.8402,1.74045,0.47899,0.48387,0.41746,0.16557,0.00344,0.01139,0.00037,8e-05,1.99107,2.43578,1.96736,2.29472,0.0015446,0.0015446,0.0015446
25,238.09,1.71623,3.32753,1.811,1.75053,0.54322,0.53131,0.50535,0.22183,0.02894,0.01139,0.00126,0.00024,1.75989,2.41917,1.91651,2.03171,0.0015248,0.0015248,0.0015248
26,247.224,1.66564,3.09868,1.78617,1.69934,0.58537,0.55977,0.53574,0.24752,0.02328,0.01139,0.00114,0.0002,1.70688,2.38536,1.87214,1.98564,0.001505,0.001505,0.001505
27,256.689,1.74746,3.28371,1.89803,1.77865,0.52791,0.557,0.49529,0.21045,0.01284,0.01139,0.00072,0.00012,1.75712,2.41856,1.83021,2.00834,0.0014852,0.0014852,0.0014852
28,265.65,1.69865,3.1715,1.80723,1.71309,0.53962,0.5905,0.53519,0.23834,0.00805,0.00664,0.00059,0.00012,1.68821,2.37616,1.70561,1.97665,0.0014654,0.0014654,0.0014654
29,274.414,1.63516,3.02848,1.73868,1.64366,0.56386,0.57037,0.5504,0.27318,0.00486,0.01803,0.00055,0.00011,1.66242,2.3688,1.62935,1.93104,0.0014456,0.0014456,0.0014456
30,284.336,1.65324,3.1101,1.88519,1.68609,0.54912,0.54839,0.55906,0.29514,0.00417,0.01898,0.00066,0.00014,1.63853,2.36619,1.63759,1.88546,0.0014258,0.0014258,0.0014258
31,293.962,1.65315,3.05904,1.73973,1.7072,0.51226,0.59583,0.56123,0.28659,0.04059,0.00569,0.00101,0.0002,1.59256,2.28167,1.72819,1.85394,0.001406,0.001406,0.001406
32,302.471,1.70518,3.03401,1.71716,1.65473,0.51922,0.57685,0.53979,0.27388,0.00782,0.02657,0.0009,0.00018,1.63855,2.27583,1.73982,1.93213,0.0013862,0.0013862,0.0013862
33,310.965,1.65581,2.93012,1.69258,1.63926,0.54224,0.57685,0.56515,0.28752,0.00679,0.02277,0.0008,0.00015,1.65205,2.27312,1.63241,1.93249,0.0013664,0.0013664,0.0013664
34,319.773,1.60874,3.09785,1.69504,1.66003,0.64898,0.61393,0.62614,0.31868,0.01213,0.00949,0.00083,0.00014,1.53436,2.21781,1.52507,1.7858,0.0013466,0.0013466,0.0013466
35,329.711,1.59552,3.06706,1.68558,1.62591,0.64068,0.60721,0.60939,0.30747,0.0106,0.02751,0.00143,0.00021,1.55473,2.19786,1.5143,1.79788,0.0013268,0.0013268,0.0013268
36,338.553,1.61059,3.12672,1.71445,1.65645,0.63093,0.59393,0.59251,0.28723,0.02018,0.01044,0.00143,0.00027,1.63057,2.2348,1.55967,1.87127,0.001307,0.001307,0.001307
37,347.626,1.58759,3.00717,1.58086,1.58185,0.65462,0.60421,0.61599,0.31417,0.00494,0.01803,0.00098,0.00022,1.54616,2.26848,1.53657,1.81057,0.0012872,0.0012872,0.0012872
38,356.448,1.60684,2.98204,1.66134,1.64478,0.66717,0.6186,0.65469,0.34024,0.00778,0.02372,0.00091,0.00018,1.53279,2.2767,1.53821,1.80808,0.0012674,0.0012674,0.0012674
39,366.204,1.53151,2.94085,1.6332,1.58341,0.67452,0.61195,0.66616,0.33708,0.00911,0.02751,0.00099,0.00019,1.60196,2.20152,1.52485,1.86205,0.0012476,0.0012476,0.0012476
40,374.892,1.52756,2.97454,1.58675,1.59942,0.71258,0.63852,0.69752,0.35883,0.0151,0.03985,0.00165,0.00032,1.57461,2.16863,1.46961,1.82353,0.0012278,0.0012278,0.0012278
41,384.511,1.53697,2.91105,1.62862,1.57351,0.7307,0.64326,0.70628,0.37316,0.02064,0.04649,0.00244,0.00042,1.52674,2.16773,1.44789,1.77608,0.001208,0.001208,0.001208
42,394.17,1.56958,2.87302,1.62289,1.62214,0.74026,0.6165,0.69519,0.38915,0.01259,0.02751,0.00142,0.00027,1.47375,2.20419,1.41715,1.75905,0.0011882,0.0011882,0.0011882
43,404.92,1.53148,3.03788,1.57163,1.55276,0.65915,0.58444,0.64668,0.34375,0.01478,0.01708,0.00126,0.00023,1.49824,2.20561,1.487,1.77838,0.0011684,0.0011684,0.0011684
44,413.714,1.53225,3.02473,1.59626,1.58664,0.67122,0.59393,0.6522,0.35484,0.01082,0.02087,0.00103,0.00022,1.47421,2.18044,1.46545,1.7674,0.0011486,0.0011486,0.0011486
45,422.34,1.49704,2.87995,1.53956,1.54171,0.74045,0.59488,0.67623,0.37217,0.01155,0.037,0.00136,0.00026,1.46625,2.14843,1.41028,1.7631,0.0011288,0.0011288,0.0011288
46,431.286,1.52329,2.94474,1.56647,1.5831,0.70757,0.60531,0.66679,0.3707,0.01671,0.04364,0.00185,0.00035,1.46832,2.10799,1.39718,1.71716,0.001109,0.001109,0.001109
47,441.039,1.47458,3.07345,1.54668,1.57008,0.72189,0.57685,0.66039,0.36421,0.02256,0.05408,0.00373,0.00062,1.48893,2.09899,1.42411,1.71575,0.0010892,0.0010892,0.0010892
48,450.972,1.41173,2.75508,1.4408,1.49829,0.72525,0.60106,0.68022,0.36522,0.02985,0.06452,0.00546,0.00093,1.51793,2.07005,1.42081,1.73844,0.0010694,0.0010694,0.0010694
49,460.884,1.48992,2.93079,1.58739,1.55875,0.73829,0.60626,0.68383,0.369,0.07297,0.02182,0.00532,0.00079,1.5167,2.08498,1.42263,1.74416,0.0010496,0.0010496,0.0010496
50,469.357,1.52919,2.92362,1.59231,1.60837,0.69911,0.60626,0.67176,0.37453,0.01605,0.0408,0.00181,0.00034,1.47402,2.13699,1.48345,1.72594,0.0010298,0.0010298,0.0010298
51,478.685,1.56235,2.91912,1.53544,1.66814,0.66585,0.59552,0.66791,0.36331,0.03787,0.02751,0.00354,0.00066,1.51146,2.12036,1.48476,1.76034,0.00101,0.00101,0.00101
52,487.352,1.47904,2.75299,1.47014,1.52999,0.6699,0.59488,0.66134,0.3602,0.03494,0.06357,0.00477,0.00076,1.52061,2.2234,1.47938,1.75871,0.0009902,0.0009902,0.0009902
53,496.025,1.48272,2.88873,1.43728,1.58594,0.67829,0.58634,0.65591,0.35803,0.0408,0.03765,0.00426,0.00066,1.4855,2.30458,1.46635,1.71784,0.0009704,0.0009704,0.0009704
54,504.658,1.49324,2.8194,1.50286,1.58058,0.73929,0.62524,0.6955,0.38774,0.04148,0.02657,0.00358,0.0007,1.48661,2.17285,1.39815,1.71514,0.0009506,0.0009506,0.0009506
55,513.207,1.51551,2.82234,1.46571,1.57013,0.7513,0.62524,0.6884,0.37377,0.01726,0.04649,0.00312,0.00069,1.50474,2.11655,1.38338,1.71413,0.0009308,0.0009308,0.0009308
56,521.533,1.47114,2.9321,1.42512,1.56289,0.7288,0.64506,0.68453,0.37651,0.01963,0.04839,0.00332,0.00084,1.51083,2.07873,1.3602,1.7089,0.000911,0.000911,0.000911
57,530.373,1.48148,2.87752,1.52663,1.56262,0.74294,0.64042,0.69102,0.38797,0.02189,0.05218,0.00405,0.00101,1.48183,2.07134,1.34718,1.69519,0.0008912,0.0008912,0.0008912
58,539.019,1.42299,2.68034,1.39913,1.53271,0.7588,0.64173,0.73464,0.40419,0.03814,0.06452,0.00862,0.00167,1.48487,2.08892,1.3281,1.70192,0.0008714,0.0008714,0.0008714
59,548.109,1.42247,2.76568,1.4289,1.51574,0.71961,0.67078,0.72775,0.40841,0.03594,0.05882,0.00839,0.00184,1.45978,2.10551,1.33123,1.6781,0.0008516,0.0008516,0.0008516
60,557.452,1.4268,2.83394,1.42711,1.49391,0.71535,0.66983,0.72755,0.41274,0.04122,0.02182,0.00411,0.00071,1.44931,2.11626,1.33036,1.66385,0.0008318,0.0008318,0.0008318
61,566.809,1.4078,2.92313,1.46143,1.50435,0.68852,0.6774,0.72588,0.41437,0.0269,0.02277,0.00255,0.00037,1.45991,2.15205,1.31179,1.66616,0.000812,0.000812,0.000812
62,576.382,1.36582,2.75896,1.37119,1.47249,0.72024,0.64421,0.71948,0.39725,0.01446,0.03416,0.00209,0.00056,1.52823,2.14482,1.31259,1.7243,0.0007922,0.0007922,0.0007922
63,585.193,1.38557,2.85979,1.40687,1.53483,0.77577,0.63378,0.72519,0.41098,0.02199,0.05503,0.00383,0.00064,1.52664,2.11979,1.30325,1.72705,0.0007724,0.0007724,0.0007724
64,594.252,1.4109,2.82467,1.4415,1.52288,0.79284,0.64042,0.72488,0.42963,0.02597,0.06072,0.0041,0.00075,1.46537,2.13213,1.27838,1.6823,0.0007526,0.0007526,0.0007526
65,603.955,1.53184,3.01171,1.60732,1.59647,0.79686,0.64137,0.72426,0.44329,0.03126,0.06546,0.00573,0.00103,1.40155,2.13509,1.25271,1.64815,0.0007328,0.0007328,0.0007328
66,613.276,1.40109,2.77521,1.40378,1.47238,0.79162,0.63757,0.73541,0.44219,0.03378,0.074,0.00624,0.00122,1.40935,2.04158,1.2321,1.66043,0.000713,0.000713,0.000713
67,622.861,1.42627,2.78183,1.40694,1.51743,0.76501,0.65172,0.73574,0.42206,0.02788,0.06072,0.0056,0.00105,1.46509,2.03291,1.2529,1.7,0.0006932,0.0006932,0.0006932
68,631.885,1.36691,2.60258,1.33054,1.46474,0.743,0.66652,0.72991,0.42638,0.08656,0.03102,0.00711,0.00115,1.43696,2.05282,1.25108,1.67582,0.0006734,0.0006734,0.0006734
69,641.278,1.40428,2.70479,1.4203,1.51031,0.75462,0.6518,0.7259,0.43748,0.07927,0.03605,0.00893,0.00146,1.37575,2.07144,1.24646,1.6311,0.0006536,0.0006536,0.0006536
70,650.219,1.38556,2.75442,1.36362,1.47609,0.77946,0.64421,0.7381,0.44613,0.08954,0.05123,0.01368,0.00236,1.32738,2.02745,1.25078,1.6038,0.0006338,0.0006338,0.0006338
71,659.503,1.37564,2.80121,1.5056,1.52358,0.77353,0.66431,0.7455,0.45461,0.09205,0.05408,0.0157,0.00229,1.33528,2.00362,1.22884,1.60577,0.000614,0.000614,0.000614
72,668.961,1.33178,2.67258,1.39387,1.4527,0.77628,0.66509,0.74558,0.45408,0.05084,0.09036,0.01014,0.0017,1.352,1.98883,1.22,1.61643,0.0005942,0.0005942,0.0005942
73,677.702,1.32098,2.7762,1.34667,1.44161,0.77228,0.66604,0.75286,0.45575,0.05839,0.08918,0.01073,0.00174,1.36199,1.9882,1.21116,1.62137,0.0005744,0.0005744,0.0005744
74,686.929,1.3687,2.71304,1.36428,1.47392,0.73603,0.70304,0.75494,0.45208,0.04637,0.06262,0.00584,0.00098,1.3542,2.03469,1.21796,1.61376,0.0005546,0.0005546,0.0005546
75,695.345,1.32209,2.65465,1.28835,1.44834,0.74119,0.70968,0.75751,0.45777,0.0402,0.06167,0.00492,0.00082,1.32944,2.03887,1.21587,1.60103,0.0005348,0.0005348,0.0005348
76,705.234,1.37612,2.59167,1.44335,1.51837,0.72905,0.72106,0.76185,0.46611,0.03989,0.07116,0.00542,0.00098,1.3136,2.02844,1.20525,1.58922,0.000515,0.000515,0.000515
77,714.831,1.38978,2.85404,1.38117,1.49178,0.74931,0.6891,0.75111,0.45923,0.0464,0.08254,0.00707,0.00125,1.32169,2.0629,1.21345,1.59235,0.0004952,0.0004952,0.0004952
78,723.54,1.33916,2.68565,1.31158,1.42542,0.73485,0.68367,0.74465,0.44749,0.04802,0.09108,0.00797,0.00147,1.33956,2.0938,1.22633,1.60998,0.0004754,0.0004754,0.0004754
79,732.135,1.2997,2.49962,1.22527,1.43908,0.74045,0.68027,0.73999,0.43428,0.04795,0.09393,0.00979,0.00168,1.37637,2.11814,1.23418,1.63666,0.0004556,0.0004556,0.0004556
80,740.543,1.42869,2.85139,1.37071,1.53498,0.7271,0.68253,0.73887,0.42477,0.05358,0.09677,0.01045,0.00168,1.39444,2.11991,1.23928,1.64815,0.0004358,0.0004358,0.0004358
81,748.777,1.31978,2.64339,1.26685,1.39164,0.75138,0.67362,0.74454,0.43679,0.04745,0.09393,0.0085,0.0014,1.38489,2.0834,1.22322,1.63312,0.000416,0.000416,0.000416
82,757.405,1.31639,2.62195,1.26306,1.45789,0.78536,0.6556,0.76281,0.46518,0.03985,0.08254,0.00587,0.00104,1.3392,2.02501,1.16939,1.59666,0.0003962,0.0003962,0.0003962
83,766.107,1.30177,2.59369,1.26268,1.42408,0.77883,0.65655,0.76586,0.47756,0.04074,0.08444,0.00594,0.0011,1.31989,2.01265,1.15212,1.58446,0.0003764,0.0003764,0.0003764
84,775.274,1.35217,2.71304,1.33977,1.47782,0.79996,0.64801,0.76816,0.4825,0.03913,0.0797,0.00649,0.00119,1.30164,2.00615,1.14608,1.57453,0.0003566,0.0003566,0.0003566
85,784.903,1.40457,2.65074,1.46755,1.51091,0.82166,0.63947,0.7653,0.47972,0.04086,0.08254,0.00711,0.00126,1.30224,2.01005,1.1494,1.57329,0.0003368,0.0003368,0.0003368
86,793.565,1.2864,2.73054,1.31525,1.41833,0.77775,0.64411,0.7569,0.47112,0.04212,0.08349,0.00694,0.00123,1.31253,2.02408,1.17236,1.57471,0.000317,0.000317,0.000317
87,802.456,1.26006,2.57995,1.22519,1.40269,0.76286,0.63757,0.74664,0.4593,0.04024,0.08159,0.00668,0.00126,1.33121,2.04801,1.19746,1.58718,0.0002972,0.0002972,0.0002972
88,811.301,1.29275,2.55066,1.29628,1.44632,0.74936,0.64392,0.74253,0.44956,0.04589,0.09108,0.00806,0.00147,1.35525,2.05508,1.21522,1.59925,0.0002774,0.0002774,0.0002774
89,820.031,1.32637,2.59152,1.30623,1.45523,0.71591,0.68121,0.74636,0.44526,0.0492,0.09108,0.00876,0.00148,1.37145,2.06714,1.21887,1.60677,0.0002576,0.0002576,0.0002576
90,829,1.26599,2.63195,1.24185,1.40398,0.76029,0.68501,0.7583,0.45384,0.05613,0.09677,0.00967,0.00176,1.36663,2.03653,1.19615,1.60055,0.0002378,0.0002378,0.0002378
91,837.063,1.12552,2.12621,1.23017,1.40822,0.78029,0.68064,0.76542,0.46264,0.05853,0.10247,0.01032,0.00185,1.34706,2.02355,1.17654,1.58859,0.000218,0.000218,0.000218
92,845.681,1.19531,2.12322,1.19693,1.50247,0.78988,0.69193,0.77238,0.46861,0.05901,0.09583,0.00973,0.00163,1.32943,2.00439,1.16409,1.57819,0.0001982,0.0001982,0.0001982
93,854.304,1.15672,2.17307,1.22571,1.49775,0.79439,0.6945,0.77495,0.46971,0.05683,0.09298,0.0091,0.00152,1.32125,2.00539,1.16289,1.57682,0.0001784,0.0001784,0.0001784
94,863.571,1.08263,2.02344,1.10411,1.40551,0.76694,0.71822,0.77906,0.4669,0.04844,0.08444,0.00687,0.00115,1.31696,2.0077,1.16436,1.58093,0.0001586,0.0001586,0.0001586
95,872.452,1.07833,2.16792,1.11298,1.47917,0.77296,0.71709,0.78516,0.4706,0.04522,0.07875,0.00613,0.00105,1.31341,1.99849,1.15661,1.58192,0.0001388,0.0001388,0.0001388
96,881.081,1.09678,2.10188,1.08966,1.4508,0.77831,0.70616,0.78791,0.47482,0.04802,0.08634,0.00627,0.00106,1.31005,1.99419,1.15042,1.58015,0.000119,0.000119,0.000119
97,889.988,1.20239,2.20504,1.17127,1.52408,0.77324,0.715,0.78986,0.48247,0.04835,0.08159,0.00679,0.00112,1.30329,1.99038,1.14204,1.57495,9.92e-05,9.92e-05,9.92e-05
98,899.464,1.11467,2.12867,1.1452,1.47015,0.79667,0.70493,0.7912,0.48887,0.04972,0.08159,0.00735,0.00121,1.29371,1.99334,1.13133,1.56646,7.94e-05,7.94e-05,7.94e-05
99,908.931,1.11651,2.16373,1.10676,1.46061,0.79381,0.69766,0.79001,0.48975,0.05121,0.08254,0.00782,0.00131,1.29155,1.99279,1.12884,1.56338,5.96e-05,5.96e-05,5.96e-05
100,918.707,1.08514,1.99699,1.09913,1.39627,0.77936,0.70968,0.79125,0.49369,0.06,0.07306,0.00824,0.00137,1.28673,1.98757,1.12417,1.55865,3.98e-05,3.98e-05,3.98e-05
